ID,ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,Gay_Lesbian_Bisexual,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth
448,11654271235,ISEE CHURCH AUSTRALIA LIMITED,,Business,298 Seventeen Mile Rocks Rd,,,Seventeen Mile Rocks,Queensland,4073,Australia,,21/10/2021,21/10/2021,,8,31-Dec,,,,Y,Y,Y,,,"HKG, IND",,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
449,11654448263,EXCELSIA PRODUCTIONS LIMITED,,Business,69-71 Waterloo Rd,,,Macquarie Park,New South Wales,2113,Australia,,13/10/2021,13/10/2021,,4,31-Dec,,Y,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,Y,Y,,Y,Y,,Y,,,Y,Y,,,Y,,,,,,,,,,Y
450,11658771692,XCEPTIONAL ACADEMY LTD,,Business,2/F/11 York Street,,,Sydney,NSW,2000,Australia,https://xceptional.io/,13/04/2022,13/04/2022,,5,30-Jun,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,
451,11659529852,THE AGED CARE FOUNDATION LTD,,Business,Suite 1,830 High Street,,Kew East,VIC,3102,Australia,,19/05/2022,19/05/2022,,6,30-Jun,,,,,,,,,,Y,,,,,Y,,,,,,,Y,,,,Y,,,,,,,Y,,Y,,,,,,,,,,,,,,
452,11660367359,88 DEGREES SOUTH LTD,,Business,11 Mulgrave Loop,,,Mindarie,Western Australia,6030,Australia,,22/06/2022,22/06/2022,,5,30-Jun,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,,,,,,
453,11660949771,BEING GENEROUS LTD,,Business,53A Dumaresq St,,,Armidale,New South Wales,2350,Australia,www.beinggenerous.com.au,13/07/2022,13/07/2022,,4,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
454,11661801869,PUDGY'S HOUSE SHAR PEI RESCUE LTD,,Business,,,,,,,,https://www.facebook.com/PHsharpeirescue,18/08/2022,18/08/2022,,3,30-Jun,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
455,11664573841,Warrnambool Church Of Christ,Gateway Church of Christ,Business,186 Raglan Pde,,,Warrnambool,Victoria,3280,Australia,www.gatewaycoc.com.au,3/12/2012,31/12/1874,Medium,9,31-Aug,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,Y,,Y,,,,,,Y,,,,,,,,,,,,,,Y
456,11664806991,MARTINS SOCIAL HOUSING LTD,,Business,1 Mckeahnie Lane,,,Sutton,New South Wales,2620,Australia,,31/01/2023,5/01/2023,,4,30-Jun,Y,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,
457,11665093300,Coles Danziger Foundation,,Business,U 58 47 Neridah St,,,Chatswood,New South Wales,2067,Australia,,3/12/2012,1/01/1965,Medium,4,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,,,Y,,,,,,,,,,
458,11665777382,LION'S DEN AUSTRALIA LTD,,Business,14 Highworth Ave,,,Bexley,New South Wales,2207,Australia,,15/02/2023,15/02/2023,,3,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,,Y,,,,,Y,Y,Y,,Y,,,,,
459,11669377120,Heidelberg Christian Centre Inc,,Business,13 Kelty Tce,,,Bundoora,Victoria,3083,Australia,http://pursuit.org.au,3/12/2012,1/01/2011,Small,7,30-Jun,,,,,,,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,Y,,Y,,,,,,,,,,,,,,,,,,Y
460,11670994112,Rocky Mouth Productions Incorporated,,Business,5 Jamefield Dr,,,Gulmarrad,New South Wales,2463,Australia,,31/03/2022,16/12/2021,,5,30-Jun,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,,,,,,Y,,,,,
461,11672023346,The Trustee For Giles Pannon Dalgliesh Fund,,Business,GPO Box 2307,,,Melbourne,VIC,3001,AUSTRALIA,,3/12/2012,1/01/2005,Small,8,30-Jun,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
462,11672316253,Coptic Orthodox Church Diocese Of Melbourne,,Business,,,,,,,,,3/12/2012,1/01/1999,Large,4,30-Jun,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,,,,Y,,,,,,,,Y,,,,,Y
463,11674086033,Australasian Order Of Old Bastards Branch 94 Hornsby,,Business,9 Northview Pl,,,Mount Colah,New South Wales,2079,Australia,,3/12/2012,1/01/1989,Small,2,31-May,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y
464,11676473146,Yandeyarra Pastoral Aboriginal Corporation,,Business,Yandeyarra Station,VIA,,SOUTH HEDLAND,WA ,6722,,,3/12/2012,4/04/1995,,7,30-Jun,,,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
465,11676819496,Windsor District Baptist Church Emergency Relief Inc.,,Business,739 George St,,,South Windsor,New South Wales,2756,Australia,http://www.wdbc.org.au,3/12/2012,1/01/2007,Small,6,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,,,,Y,,Y,,,Y,,,Y,
466,11677180730,Goondiwindi Meals On Wheels Service Inc,,Business,,,,,,,Australia,,3/12/2012,1/01/1987,Small,2,30-Jun,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,
467,11678438622,Breakwater Preschool Centre Inc,,Business,201 St Albans Rd,,,Thomson,Victoria,3219,Australia,www.bethanykindergartens.org.au,3/12/2012,1/01/1977,Small,4,30-Sep,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
468,11682476849,Greek Orthodox Archdiocese Of Aust East Keilor Ladies Auxiliary,GREEK ORTHODOX PARISH OF PANAGIA SOUMELA PHILOPTOHOS,Business,20 Amis Cres,,,Keilor East,Victoria,3033,Australia,,3/12/2012,1/01/1992,Small,5,31-Dec,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
469,11682631501,Catholic Parish Of Felix De Valois Bankstown,,Business,550 Chapel Road,,,Bankstown,NSW,2200,AUSTRALIA,,3/12/2012,1/01/1916,Small,4,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
470,11683319304,Yamba Public School Parents and Citizens' Association,,Business,Yamba Public School P&C,Angourie Rd,Yamba,NSW,,2464,,,3/12/2012,1/01/2000,Small,7,31-Dec,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,
471,11686674167,Murray Bridge Agricultural And Horticultural Society Inc,,Business,Po Box 315,,,Murray Bridge,South Australia,5253,Australia,www.murraybridgeshow.com.au,3/12/2012,1/01/1909,Small,3,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,,,,,
472,11689036327,The Trustee For The Percent Foundation,,Business,,,,,,,,,3/12/2012,1/01/2010,Medium,4,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,11691361858,Rabbinical Council of Victoria Inc,,Business,Po Box 192,,,Balaclava,Victoria,3183,Australia,www.rcv.org.au,10/10/2014,2/08/2002,Small,10,30-Jun,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
474,11691631556,Peninsula And Chelsea Kindergarten Teachers Association Inc,,Business,,,,,,,Australia,https://www.facebook.com/packta1/,3/12/2012,1/01/1986,Small,3,31-Dec,,,,,,,Y,,,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,
475,11693994715,The Trustee for GRAYS POINT CHRISTIAN MUSIC PROMOTION TRUST,,Business,10 Tea Gardens Ave,,,Kirrawee,New South Wales,2232,Australia,www.gymeabaptist.org.au,21/08/2022,23/05/1998,,4,31-Dec,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
476,11694817826,Amangarra Aboriginal Corporation,,Business,Shop 12,Bougainvillea Drive,,Alyangula,NT ,885,,,3/12/2012,7/06/1994,,12,30-Jun,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
477,11695302638,St Marys Catholic Primary School Parents And Friends Committee,,Business,St Mary's Catholic Primary Sch,,,South Bunbury,Western Australia,6230,Australia,https://www.stmarysbnby.wa.edu.au/,3/12/2012,,Small,4,31-Dec,,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,,Y,,Y,,Y,,,,,,,,,,,,,,,,,,
478,11697518366,Psalmody International Inc,,Business,2 Yeo St,,,Neutral Bay,New South Wales,2089,Australia,,1/07/2020,23/12/2003,Small,5,30-Jun,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
479,11702650742,ASSEMBLEIA DE DEUS SEMEAR,,Business,3/61 Holdsworth Street,,,Cooparoo,Queensland,4151,Australia,,17/01/2023,17/01/2023,,5,30-Jun,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
480,11705860022,Presentation Society of Australia and Papua New Guinea,Presentation Society,Business,U 4f 9-13 Redmyre Rd,,,Strathfield,New South Wales,2135,Australia,www.presentationsociety.org.au,3/12/2012,1/01/1958,Small,2,31-Dec,,,,,,,,,PNG,,,,,,,,,,,,Y,,,,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,
481,11711326268,The Trustee For Mildred Tanner Estate,,Business,44 Pirie Street,,,Adelaide,SA,5000,AUSTRALIA,,3/12/2012,1/01/1993,Small,8,30-Jun,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
482,11720780902,Streetcare Homeless Support & Crisis Care Incorporated,,Business,13 Sandridge St,,,Thornton,NSW,2322,Australia,,19/10/2018,15/10/2018,Small,5,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,,Y,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y
483,11721615402,The Trustee For Roy O & Constance M Young Trust,,Business,123 Pitt Street,,,Sydney,NSW,2034,AUSTRALIA,,3/12/2012,1/01/1993,Small,7,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
484,11723386218,Dawn House Inc,,Business,,,,,,,,https://www.dawnhouse.org.au,3/12/2012,1/01/1980,Medium,5,30-Jun,,,Y,,,,,,,Y,,,Y,,,,,Y,,Y,,Y,,Y,,,Y,,Y,Y,Y,Y,Y,,,,,,,,,Y,,Y,,,Y,,Y
485,11724267061,The Lutheran St Peters Church Of Greenock Inc,,Business,,,,,,,Australia,,3/12/2012,1/01/1900,Small,1,31-Dec,,,,,Y,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,Y
486,11724391347,The Trustee For The Peters Family Foundation,,Business,L 12 56 Pitt St,,,Sydney,New South Wales,2000,Australia,,3/12/2012,1/01/2003,Small,5,30-Jun,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,Y,,,,,,Y,,,,,,,,Y
487,11724816851,NSW Indian Welfare Association Inc,,Business,7 Plymouth Avenue,,,North Rocks,NSW,2151,Australia,,3/12/2012,1/01/1999,Small,6,30-Jun,,Y,,,,,,,,,,,,,,,,,,,,Y,,,Y,Y,,,,Y,Y,Y,,,,Y,,,,,,,,,,,,,
488,11726042246,Newbold Ministries Inc,,Business,15 Gazania Tce,,,Bundoora,Victoria,3083,Australia,www.newboldministries.com,28/09/2016,5/05/2016,Small,7,31-Dec,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,,,Y,Y,Y,,,,Y,,,,,,,,Y,,,,,Y
489,11727363928,Australian Association Of Constitutional Law,,Business,185 Pelham St,,,Carlton,Victoria,3053,Australia,http://www.aacl.asn.au/,3/12/2012,1/01/1998,Small,6,30-Jun,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
490,11734204616,24/7 Community Inc,,Business,60 Wilson St,,,Kalgoorlie,Western Australia,6430,Australia,www.church24-7.org.au,3/12/2012,1/01/2002,Small,7,30-Jun,,,,,,,,Y,,,,,,,,,,,,,Y,,,Y,,,Y,,,,Y,Y,Y,,Y,Y,,,Y,,,,,Y,,,,,Y
491,11739129033,Silverlea Inc,,Business,2 May Harding Dr,,,Broken Hill,New South Wales,2880,Australia,http://www.silverleaservices.org.au/,3/12/2012,1/01/1993,Small,6,30-Jun,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,
492,11743131513,Uca - Wedderburn Parish,,Business,65 Hospital St,,,Wedderburn,Victoria,3518,Australia,,3/12/2012,1/01/1977,Small,19,31-Dec,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,11745507928,Arnhem Northern and Kimberley Artists Aboriginal Corporation - ANKA,,Business,Harbour View Plaza,Ground Floor,8 McMinn Street,DARWIN,NT ,801,,,3/12/2012,8/08/1990,,17,30-Jun,,,Y,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,
494,11746358763,Youth Advocacy Centre Inc,,Business,Level 4,16 Peel Street,,South Brisbane,QLD,4101,Australia,www.yac.net.au,3/12/2012,1/01/1981,Large,10,30-Jun,,,,Y,,,,,,Y,,,,,,,,,,,,Y,,,,,Y,,,,Y,,Y,,,,,,,Y,,,Y,,Y,,Y,,Y
495,11746474836,FATEH FOUNDATION INCORPORATED,,Business,16 Purton St,,,Stanhope Gardens,New South Wales,2768,Australia,www.fatehfoundation.org.au,14/02/2022,12/05/2020,Small,3,30-Jun,,Y,,,,,,,,,,,Y,Y,Y,,Y,,,Y,,Y,,,Y,Y,,,,Y,Y,,,,Y,,Y,,,,,,,,,,,,Y
496,11748395730,Emerald Lutheran Church,,Business,19 Retro St,,,Emerald,Queensland,4720,Australia,www.emerald.lutheran.org.au,3/12/2012,,Small,5,30-Sep,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,
497,11751213676,Christian Cultural Arts Trust,Australian Christian Multimedia,Business,,,,,,,Australia,www.acmonline.com.au,3/12/2012,1/01/2001,Small,2,31-Dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
498,11753464251,East Brunswick Kindergarten and Childcare Centre Incorporated,East Brunswick Kindergarten and Childcare Centre,Business,8 Noel St,,,Brunswick East,Victoria,3057,Australia,www.ebkcc.org.au,3/12/2012,1/01/1993,Large,9,31-Dec,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
499,11756750496,St Luke's Anglican Church Cockatoo,,Business,1-3 Mcbride St,,,Cockatoo,Victoria,3781,Australia,www.stlukesatcockatoo.com.au,3/12/2012,1/01/1984,Small,4,30-Sep,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
500,11758002459,The Trustee For Montgomery Foundation,,Business,304 Glenferrie Rd,,,Malvern,Victoria,3144,Australia,,3/12/2012,1/01/2004,Medium,3,30-Jun,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
